GO	GO_Desc	Count
GO:0008893	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity	1
GO:0008898	S-adenosylmethionine-homocysteine S-methyltransferase activity	1
GO:0008902	hydroxymethylpyrimidine kinase activity	1
GO:0008908	isochorismatase activity	1
GO:0008930	methylthioadenosine nucleosidase activity	1
GO:0008935	1,4-dihydroxy-2-naphthoyl-CoA synthase activity	1
GO:0008962	phosphatidylglycerophosphatase activity	1
GO:0008972	phosphomethylpyrimidine kinase activity	1
GO:0008974	phosphoribulokinase activity	1
GO:0008987	quinolinate synthetase A activity	1
GO:0009045	xylose isomerase activity	1
GO:0009383	rRNA (cytosine-C5-)-methyltransferase activity	1
GO:0009975	cyclase activity	1
GO:0009976	tocopherol cyclase activity	1
GO:0009977	proton motive force dependent protein transmembrane transporter activity	1
GO:0009979	obsolete 16:0 monogalactosyldiacylglycerol desaturase activity	1
GO:0010291	carotene beta-ring hydroxylase activity	1
GO:0010308	acireductone dioxygenase (Ni2+-requiring) activity	1
GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity	1
GO:0010349	L-galactose dehydrogenase activity	1
GO:0010420	3,4-dihydroxy-5-polyprenylbenzoic acid O-methyltransferase activity	1
GO:0010484	histone H3 acetyltransferase activity	1
GO:0010485	histone H4 acetyltransferase activity	1
GO:0010521	telomerase inhibitor activity	1
GO:0015086	cadmium ion transmembrane transporter activity	1
GO:0015109	chromate transmembrane transporter activity	1
GO:0015128	gluconate transmembrane transporter activity	1
GO:0015175	neutral L-amino acid transmembrane transporter activity	1
GO:0015203	polyamine transmembrane transporter activity	1
GO:0015215	nucleotide transmembrane transporter activity	1
GO:0015230	FAD transmembrane transporter activity	1
GO:0015245	fatty acid transmembrane transporter activity	1
GO:0015267	channel activity	1
GO:0015288	porin activity	1
GO:0015292	uniporter activity	1
GO:0015360	acetate:proton symporter activity	1
GO:0015444	P-type magnesium transporter activity	1
GO:0015485	cholesterol binding	1
GO:0015501	glutamate:sodium symporter activity	1
GO:0015513	high-affinity secondary active nitrite transmembrane transporter activity	1
GO:0015605	organophosphate ester transmembrane transporter activity	1
GO:0015930	glutamate synthase activity	1
GO:0016002	sulfite reductase activity	1
GO:0016034	maleylacetoacetate isomerase activity	1
GO:0016040	glutamate synthase (NADH) activity	1
GO:0016151	nickel cation binding	1
GO:0016166	phytoene dehydrogenase activity	1
GO:0016303	1-phosphatidylinositol-3-kinase activity	1
GO:0016314	phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity	1
GO:0016423	tRNA (guanine) methyltransferase activity	1
GO:0016427	tRNA (cytidine) methyltransferase activity	1
GO:0016428	tRNA (cytidine-5-)-methyltransferase activity	1
GO:0016435	rRNA (guanine) methyltransferase activity	1
GO:0016504	peptidase activator activity	1
GO:0016603	glutaminyl-peptide cyclotransferase activity	1
GO:0016615	malate dehydrogenase activity	1
GO:0016630	protochlorophyllide reductase activity	1
GO:0016633	galactonolactone dehydrogenase activity	1
GO:0016639	oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor	1
GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor	1
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	1
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	1
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	1
GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	1
GO:0016719	9,9'-di-cis-zeta-carotene desaturase activity	1
GO:0016756	glutathione gamma-glutamylcysteinyltransferase activity	1
GO:0016767	geranylgeranyl-diphosphate geranylgeranyltransferase activity	1
GO:0016790	thiolester hydrolase activity	1
GO:0016798	hydrolase activity, acting on glycosyl bonds	1
GO:0016807	cysteine-type carboxypeptidase activity	1
GO:0016844	strictosidine synthase activity	1
GO:0016849	phosphorus-oxygen lyase activity	1
GO:0016866	intramolecular transferase activity	1
GO:0016868	intramolecular phosphotransferase activity	1
GO:0016881	acid-amino acid ligase activity	1
GO:0016920	pyroglutamyl-peptidase activity	1
GO:0016929	deSUMOylase activity	1
GO:0017040	N-acylsphingosine amidohydrolase activity	1
GO:0017057	6-phosphogluconolactonase activity	1
GO:0017077	oxidative phosphorylation uncoupler activity	1
GO:0017113	dihydropyrimidine dehydrogenase (NADP+) activity	1
GO:0017128	phospholipid scramblase activity	1
GO:0017168	5-oxoprolinase (ATP-hydrolyzing) activity	1
GO:0017178	diphthine-ammonia ligase activity	1
GO:0018114	threonine racemase activity	1
GO:0018478	malonate-semialdehyde dehydrogenase (acetylating) activity	1
GO:0018580	nitronate monooxygenase activity	1
GO:0018738	S-formylglutathione hydrolase activity	1
GO:0018773	acetylpyruvate hydrolase activity	1
GO:0018812	3-hydroxyacyl-CoA dehydratase activity	1
GO:0019104	DNA N-glycosylase activity	1
GO:0019120	hydrolase activity, acting on acid halide bonds, in C-halide compounds	1
GO:0019134	glucosamine-1-phosphate N-acetyltransferase activity	1
GO:0019135	deoxyhypusine monooxygenase activity	1
GO:0019171	(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity	1
GO:0019205	nucleobase-containing compound kinase activity	1
GO:0019211	phosphatase activator activity	1
GO:0019212	phosphatase inhibitor activity	1
GO:0019237	centromeric DNA binding	1
GO:0019777	Atg12 transferase activity	1
GO:0019778	Atg12 activating enzyme activity	1
GO:0019779	Atg8 activating enzyme activity	1
GO:0019783	ubiquitin-like protein peptidase activity	1
GO:0019786	protein-phosphatidylethanolamide deconjugating activity	1
GO:0019789	SUMO transferase activity	1
GO:0019808	polyamine binding	1
GO:0019887	protein kinase regulator activity	1
GO:0019900	kinase binding	1
GO:0030247	polysaccharide binding	1
GO:0030267	glyoxylate reductase (NADPH) activity	1
GO:0030272	5-formyltetrahydrofolate cyclo-ligase activity	1
GO:0030366	molybdopterin synthase activity	1
GO:0030378	serine racemase activity	1
GO:0030429	kynureninase activity	1
GO:0030552	cAMP binding	1
GO:0030604	1-deoxy-D-xylulose-5-phosphate reductoisomerase activity	1
GO:0030620	U2 snRNA binding	1
GO:0030623	U5 snRNA binding	1
GO:0030627	pre-mRNA 5'-splice site binding	1
GO:0030697	tRNA (uracil(54)-C5)-methyltransferase activity, S-adenosyl methionine-dependent	1
GO:0030975	thiamine binding	1
GO:0031151	histone H3K79 methyltransferase activity	1
GO:0031210	phosphatidylcholine binding	1
GO:0031405	lipoic acid binding	1
GO:0031543	peptidyl-proline dioxygenase activity	1
GO:0032050	clathrin heavy chain binding	1
GO:0032051	clathrin light chain binding	1
GO:0032131	alkylated DNA binding	1
GO:0032266	phosphatidylinositol-3-phosphate binding	1
GO:0032357	oxidized purine DNA binding	1
GO:0032542	sulfiredoxin activity	1
GO:0033328	peroxisome membrane targeting sequence binding	1
GO:0033549	MAP kinase phosphatase activity	1
GO:0033699	DNA 5'-adenosine monophosphate hydrolase activity	1
GO:0033730	arogenate dehydrogenase (NADP+) activity	1
GO:0033781	cholesterol 24-hydroxylase activity	1
GO:0033787	cyanocobalamin reductase (cyanide-eliminating) (NADP+) activity	1
GO:0033857	5-diphosphoinositol pentakisphosphate 1-kinase activity	1
GO:0033897	ribonuclease T2 activity	1
GO:0033925	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	1
GO:0033971	hydroxyisourate hydrolase activity	1
GO:0034038	deoxyhypusine synthase activity	1
GO:0034432	bis(5'-adenosyl)-pentaphosphatase activity	1
GO:0034450	ubiquitin-ubiquitin ligase activity	1
GO:0034513	box H/ACA snoRNA binding	1
GO:0034647	histone H3K4me/H3K4me2/H3K4me3 demethylase activity	1
GO:0034722	gamma-glutamyl-peptidase activity	1
GO:0034986	iron chaperone activity	1
GO:0035299	inositol-1,3,4,5,6-pentakisphosphate 2-kinase activity	1
GO:0035368	selenocysteine insertion sequence binding	1
GO:0035485	adenine/guanine mispair binding	1
GO:0035514	DNA demethylase activity	1
GO:0035516	broad specificity oxidative DNA demethylase activity	1
GO:0035598	N6-threonylcarbomyladenosine methylthiotransferase activity	1
GO:0036139	peptidyl-histidine dioxygenase activity	1
GO:0036140	[protein]-asparagine 3-dioxygenase activity	1
GO:0036374	glutathione hydrolase activity	1
GO:0036424	L-phosphoserine phosphatase activity	1
GO:0036435	K48-linked polyubiquitin modification-dependent protein binding	1
GO:0036456	L-methionine-(S)-S-oxide reductase activity	1
GO:0038199	ethylene receptor activity	1
GO:0042242	cobyrinic acid a,c-diamide synthase activity	1
GO:0042281	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	1
GO:0042283	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	1
GO:0042284	sphingolipid delta-4 desaturase activity	1
GO:0042286	glutamate-1-semialdehyde 2,1-aminomutase activity	1
GO:0042292	URM1 activating enzyme activity	1
GO:0042392	sphingosine-1-phosphate phosphatase activity	1
GO:0042586	peptide deformylase activity	1
GO:0042602	riboflavin reductase (NADPH) activity	1
GO:0042626	ATPase-coupled transmembrane transporter activity	1
GO:0042826	histone deacetylase binding	1
GO:0043175	RNA polymerase core enzyme binding	1
GO:0043295	glutathione binding	1
GO:0043337	cardiolipin synthase (CMP-forming)	1
GO:0043399	tRNA adenosine(64)-2'-O-ribosylphosphate transferase activity	1
GO:0043424	protein histidine kinase binding	1
GO:0043495	protein-membrane adaptor activity	1
GO:0043719	obsolete 2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase activity	1
GO:0043743	LPPG:FO 2-phospho-L-lactate transferase activity	1
GO:0043812	phosphatidylinositol-4-phosphate phosphatase activity	1
GO:0043813	phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity	1
GO:0043874	acireductone synthase activity	1
GO:0043916	DNA-7-methylguanine glycosylase activity	1
GO:0043998	histone H2A acetyltransferase activity	1
GO:0044318	obsolete L-aspartate:fumarate oxidoreductase activity	1
GO:0044594	17-beta-hydroxysteroid dehydrogenase (NAD+) activity	1
GO:0044716	8-oxo-GDP phosphatase activity	1
GO:0045131	pre-mRNA branch point binding	1
GO:0045145	single-stranded DNA 5'-3' DNA exonuclease activity	1
GO:0045159	myosin II binding	1
GO:0045182	translation regulator activity	1
GO:0045296	cadherin binding	1
GO:0045300	stearoyl-[ACP] desaturase activity	1
GO:0045547	dehydrodolichyl diphosphate synthase activity	1
GO:0045550	geranylgeranyl reductase activity	1
GO:0046028	electron transporter, transferring electrons from cytochrome b6/f complex of photosystem II activity	1
GO:0046316	gluconokinase activity	1
GO:0046403	polynucleotide 3'-phosphatase activity	1
GO:0046404	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity	1
GO:0046406	magnesium protoporphyrin IX methyltransferase activity	1
GO:0046408	chlorophyll synthetase activity	1
GO:0046429	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin)	1
GO:0046522	S-methyl-5-thioribose kinase activity	1
GO:0046523	S-methyl-5-thioribose-1-phosphate isomerase activity	1
GO:0046554	L-malate dehydrogenase (NADP+) activity	1
GO:0046608	carotenoid isomerase activity	1
GO:0046943	carboxylic acid transmembrane transporter activity	1
GO:0046964	3'-phosphoadenosine 5'-phosphosulfate transmembrane transporter activity	1
GO:0046975	histone H3K36 methyltransferase activity	1
GO:0046976	histone H3K27 methyltransferase activity	1
GO:0047334	diphosphate-fructose-6-phosphate 1-phosphotransferase activity	1
GO:0047453	ATP-dependent NAD(P)H-hydrate dehydratase activity	1
GO:0047545	2-hydroxyglutarate dehydrogenase activity	1
GO:0047627	adenylylsulfatase activity	1
GO:0047734	CDP-glycerol diphosphatase activity	1
GO:0047746	chlorophyllase activity	1
GO:0047750	cholestenol delta-isomerase activity	1
GO:0047793	cycloeucalenol cycloisomerase activity	1
GO:0047804	cysteine-S-conjugate beta-lyase activity	1
GO:0047874	dolichyldiphosphatase activity	1
GO:0047918	GDP-mannose 3,5-epimerase activity	1
GO:0047958	glycine:2-oxoglutarate aminotransferase activity	1
GO:0048040	UDP-glucuronate decarboxylase activity	1
GO:0048257	3'-flap endonuclease activity	1
GO:0048270	methionine adenosyltransferase regulator activity	1
GO:0048529	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity	1
GO:0050080	malonyl-CoA decarboxylase activity	1
GO:0050113	inositol oxygenase activity	1
GO:0050124	N-acylneuraminate-9-phosphatase activity	1
GO:0050126	N-carbamoylputrescine amidase activity	1
GO:0050152	omega-amidase activity	1
GO:0050178	phenylpyruvate tautomerase activity	1
GO:0050220	prostaglandin-E synthase activity	1
GO:0050290	sphingomyelin phosphodiesterase D activity	1
GO:0050307	sucrose-phosphate phosphatase activity	1
GO:0050311	sulfite reductase (ferredoxin) activity	1
GO:0050313	sulfur dioxygenase activity	1
GO:0050483	IMP 5'-nucleotidase activity	1
GO:0050515	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity	1
GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity	1
GO:0050577	GDP-L-fucose synthase activity	1
GO:0051060	pullulanase activity	1
GO:0051119	sugar transmembrane transporter activity	1
GO:0051500	D-tyrosyl-tRNA(Tyr) deacylase activity	1
GO:0051721	protein phosphatase 2A binding	1
GO:0051723	protein methylesterase activity	1
GO:0051740	ethylene binding	1
GO:0051741	2-methyl-6-phytyl-1,4-benzoquinone methyltransferase activity	1
GO:0051743	red chlorophyll catabolite reductase activity	1
GO:0051765	inositol tetrakisphosphate kinase activity	1
GO:0051864	histone H3K36 demethylase activity	1
GO:0051880	G-quadruplex DNA binding	1
GO:0051903	S-(hydroxymethyl)glutathione dehydrogenase [NAD(P)+] activity	1
GO:0051996	squalene synthase [NAD(P)H] activity	1
GO:0051997	2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity	1
GO:0052381	tRNA dimethylallyltransferase activity	1
GO:0052624	2-phytyl-1,4-naphthoquinone methyltransferase activity	1
GO:0052636	arabinosyltransferase activity	1
GO:0052691	UDP-arabinopyranose mutase activity	1
GO:0052717	tRNA-specific adenosine-34 deaminase activity	1
GO:0052856	NAD(P)HX epimerase activity	1
GO:0052906	tRNA (guanine(37)-N1)-methyltransferase activity	1
GO:0052925	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity	1
GO:0055105	ubiquitin-protein transferase inhibitor activity	1
GO:0061133	endopeptidase activator activity	1
GO:0061513	glucose 6-phosphate:phosphate antiporter activity	1
GO:0061542	3-demethylubiquinol-n 3-O-methyltransferase activity	1
GO:0061578	K63-linked deubiquitinase activity	1
GO:0061632	RNA lariat debranching enzyme activator activity	1
GO:0061657	UFM1 conjugating enzyme activity	1
GO:0061665	SUMO ligase activity	1
GO:0061666	UFM1 ligase activity	1
GO:0061685	diphthine methylesterase activity	1
GO:0061733	peptide-lysine-N-acetyltransferase activity	1
GO:0061798	GTP 3',8'-cyclase activity	1
GO:0061799	cyclic pyranopterin monophosphate synthase activity	1
GO:0061863	microtubule plus end polymerase	1
GO:0061928	glutathione specific gamma-glutamylcyclotransferase activity	1
GO:0062064	box C/D methylation guide snoRNP complex binding	1
GO:0070037	rRNA (pseudouridine) methyltransferase activity	1
GO:0070042	rRNA (uridine-N3-)-methyltransferase activity	1
GO:0070043	rRNA (guanine-N7-)-methyltransferase activity	1
GO:0070063	RNA polymerase binding	1
GO:0070204	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity	1
GO:0070224	sulfide:quinone oxidoreductase activity	1
GO:0070290	N-acylphosphatidylethanolamine-specific phospholipase D activity	1
GO:0070300	phosphatidic acid binding	1
GO:0070336	flap-structured DNA binding	1
GO:0070401	NADP+ binding	1
GO:0070492	oligosaccharide binding	1
GO:0070566	adenylyltransferase activity	1
GO:0070577	lysine-acetylated histone binding	1
GO:0070733	AMPylase activity	1
GO:0070773	protein-N-terminal glutamine amidohydrolase activity	1
GO:0071074	eukaryotic initiation factor eIF2 binding	1
GO:0071164	RNA cap trimethylguanosine synthase activity	1
GO:0071207	histone pre-mRNA stem-loop binding	1
GO:0071208	histone pre-mRNA DCP binding	1
GO:0071424	rRNA (cytosine-N4-)-methyltransferase activity	1
GO:0071522	ureidoglycine aminohydrolase activity	1
GO:0071532	ankyrin repeat binding	1
GO:0071913	citrate secondary active transmembrane transporter activity	1
GO:0072320	volume-sensitive chloride channel activity	1
GO:0072354	histone H3T3 kinase activity	1
GO:0072542	protein phosphatase activator activity	1
GO:0080031	methyl salicylate esterase activity	1
GO:0080048	GDP-D-glucose phosphorylase activity	1
GO:0080124	pheophytinase activity	1
GO:0080132	fatty acid 2-hydroxylase activity	1
GO:0090471	9,15,9'-tri-cis-zeta-carotene isomerase activity	1
GO:0097159	organic cyclic compound binding	1
GO:0097363	protein O-acetylglucosaminyltransferase activity	1
GO:0098505	G-rich strand telomeric DNA binding	1
GO:0098599	palmitoyl hydrolase activity	1
GO:0098621	O-phosphoseryl-tRNA(Sec) selenium transferase activity	1
GO:0098808	mRNA cap binding	1
GO:0101005	deubiquitinase activity	1
GO:0102121	obsolete ceramidase activity	1
GO:0102389	polyprenol reductase activity	1
GO:0102704	GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity	1
GO:0106050	tRNA 2'-O-methyltransferase activity	1
GO:0106073	dolichyl pyrophosphate Glc2Man9GlcNAc2 alpha-1,2-glucosyltransferase activity	1
GO:0106245	L-serine-phosphatidylethanolamine phosphatidyltransferase activity	1
GO:0106388	18S rRNA aminocarboxypropyltransferase activity	1
GO:0120015	sterol transfer activity	1
GO:0120230	recombinase activator activity	1
GO:0140358	P-type transmembrane transporter activity	1
GO:0140492	metal-dependent deubiquitinase activity	1
GO:0140496	gamma-tubulin complex binding	1
GO:0140575	transmembrane monodehydroascorbate reductase activity	1
GO:0140818	mRNA 5'-triphosphate monophosphatase activity	1
GO:0140849	ATP-dependent H2AZ histone chaperone activity	1
GO:0140911	pore-forming activity	1
GO:0140933	5'-(N(7)-methylguanosine 5'-triphospho)-[mRNA] hydrolase activity	1
GO:0141039	phosphatidylinositol 3-kinase inhibitor activity	1
GO:0141046	Atg8-family conjugating enzyme activity	1
GO:0160104	tRNA (guanine(26)-N2)-dimethyltransferase activity	1
GO:0160107	tRNA (adenine(58)-N1)-methyltransferase activity	1
GO:0170057	RNA ligase (GTP) activity	1
GO:1901981	phosphatidylinositol phosphate binding	1
GO:1903425	fluoride transmembrane transporter activity	1
GO:1904047	S-adenosyl-L-methionine binding	1
GO:1990165	single-strand break-containing DNA binding	1
GO:1990189	peptide-serine-alpha-N-acetyltransferase activity	1
GO:1990247	N6-methyladenosine-containing RNA reader activity	1
GO:1990380	K48-linked deubiquitinase activity	1
GO:1990381	ubiquitin-specific protease binding	1
GO:1990446	U1 snRNP binding	1
GO:1990610	acetolactate synthase regulator activity	1
GO:1990756	ubiquitin-like ligase-substrate adaptor activity	1
GO:1990825	sequence-specific mRNA binding	1
GO:1990841	promoter-specific chromatin binding	1
