InterPro	InterPro_Desc	Count
IPR004098	Prp18	1
IPR004108	Iron hydrogenase, large subunit, C-terminal	1
IPR004114	THUMP domain	1
IPR004115	GAD-like domain superfamily	1
IPR004123	Dim1 family	1
IPR004136	Nitronate monooxygenase	1
IPR004140	Exocyst complex component Exo70	1
IPR004155	PBS lyase HEAT-like repeat	1
IPR004165	Coenzyme A transferase family I	1
IPR004177	DDHD domain	1
IPR004181	Zinc finger, MIZ-type	1
IPR004183	Extradiol ring-cleavage dioxygenase, class III enzyme, subunit B	1
IPR004192	Cytochrome b-c1 complex subunit Rieske, transmembrane domain	1
IPR004199	Beta galactosidase small chain/ domain 5	1
IPR004201	CDC48, domain 2	1
IPR004207	Ferredoxin thioredoxin reductase, alpha chain	1
IPR004209	Ferredoxin thioredoxin reductase catalytic beta subunit	1
IPR004226	Tubulin binding cofactor A	1
IPR004241	Autophagy protein Atg8 ubiquitin-like	1
IPR004273	Dynein heavy chain region D6 P-loop domain	1
IPR004277	Phosphatidyl serine synthase	1
IPR004305	Thiaminase-2/PQQC	1
IPR004313	Acireductone dioxygenase ARD family	1
IPR004316	Sugar transporter SWEET repeat	1
IPR004323	Divalent ion tolerance protein, CutA	1
IPR004326	Mlo-related protein	1
IPR004327	Phosphotyrosyl phosphatase activator, PTPA	1
IPR004342	EXS, C-terminal	1
IPR004343	Plus-3 domain	1
IPR004353	Vacuolar fusion protein Mon1	1
IPR004368	Translation initiation factor IF-1	1
IPR004372	Acetate/propionate kinase	1
IPR004374	Peptide chain release factor 2	1
IPR004384	RNA methyltransferase TrmJ/LasT	1
IPR004387	Peptidase M50, putative membrane-associated zinc metallopeptidase	1
IPR004389	Large ribosomal subunit protein uL18, bacterial-type	1
IPR004390	Signal-recognition particle receptor FtsY	1
IPR004393	Nicotinate-nucleotide pyrophosphorylase	1
IPR004398	RNA methyltransferase, RsmD	1
IPR004399	Hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase domain	1
IPR004401	Nucleoid-associated protein YbaB/EbfC	1
IPR004403	Peptide chain release factor eRF1/aRF1	1
IPR004404	Dihydroxy-acid dehydratase	1
IPR004405	Translation release factor pelota	1
IPR004408	Biotin--acetyl-CoA-carboxylase ligase	1
IPR004410	Malonyl CoA-acyl carrier protein transacylase, FabD-type	1
IPR004412	Glutamyl-tRNA(Gln) amidotransferase A subunit	1
IPR004413	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B	1
IPR004416	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	1
IPR004424	4-diphosphocytidyl-2C-methyl-D-erythritol kinase	1
IPR004429	Isopropylmalate dehydrogenase	1
IPR004433	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase	1
IPR004443	YjeF N-terminal domain	1
IPR004450	Threonine synthase-like	1
IPR004456	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	1
IPR004457	Zinc finger, ZPR1-type	1
IPR004463	UDP-3-O-acyl N-acetylglucosamine deacetylase	1
IPR004464	Fructose-1,6-bisphosphatase class 2/Sedoheputulose-1,7-bisphosphatase	1
IPR004467	Orotate phosphoribosyl transferase domain	1
IPR004468	CTP synthase	1
IPR004469	Phosphoserine phosphatase	1
IPR004472	Dethiobiotin synthase BioD	1
IPR004483	Helicase SMUBP-2/Hcs1-like	1
IPR004484	Cobyrinate/Hydrogenobyrinate a,c-diamide synthase CbiA/CobB	1
IPR004487	Clp protease, ATP-binding subunit ClpX	1
IPR004489	Succinate dehydrogenase/fumarate reductase iron-sulphur protein	1
IPR004491	Heat shock protein HslU	1
IPR004493	Leucyl-tRNA synthetase, class Ia, archaeal/eukaryotic cytosolic	1
IPR004498	Ribosomal protein L11 methyltransferase	1
IPR004504	DNA repair protein RadA	1
IPR004508	Thioredoxin-independent 5'-adenylylsulphate reductase	1
IPR004511	Phosphoadenosine phosphosulphate/adenosine 5'-phosphosulphate reductase	1
IPR004514	Glutamine-tRNA synthetase	1
IPR004516	Histidine-tRNA ligase/ATP phosphoribosyltransferase regulatory subunit	1
IPR004523	Aspartate-tRNA synthetase, type 2	1
IPR004524	Aspartate-tRNA ligase, type 1	1
IPR004526	Glutamyl-tRNA synthetase, archaeal/eukaryotic cytosolic	1
IPR004527	Glutamate-tRNA ligase, bacterial/mitochondrial	1
IPR004528	3-deoxy-D-manno-octulosonate cytidylyltransferase	1
IPR004529	Phenylalanyl-tRNA synthetase, class IIc, alpha subunit	1
IPR004530	Phenylalanyl-tRNA synthetase, class IIc, mitochondrial	1
IPR004531	Phenylalanyl-tRNA synthetase, class IIc, beta subunit, archaeal/eukaryotic type	1
IPR004536	Selenophosphate synthetase	1
IPR004538	Hemolysin A /rRNA methyltransferase TlyA	1
IPR004539	Translation elongation factor EF1A, eukaryotic/archaeal	1
IPR004545	PA2G4 family	1
IPR004547	Glucosamine-6-phosphate isomerase	1
IPR004549	Acetyl-CoA carboxylase, biotin carboxylase	1
IPR004551	Diphthine synthase	1
IPR004552	1-acyl-sn-glycerol-3-phosphate acyltransferase	1
IPR004556	Methyltransferase HemK-like	1
IPR004557	Eukaryotic/archaeal PrmC-related	1
IPR004559	Heme chaperone HemW-like	1
IPR004570	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	1
IPR004572	Protoporphyrinogen oxidase	1
IPR004573	rRNA small subunit methyltransferase B	1
IPR004574	Alkylated DNA repair protein AlkB	1
IPR004579	ERCC1/RAD10/SWI10 family	1
IPR004582	Checkpoint protein Rad17/Rad24	1
IPR004583	DNA repair protein Rad4	1
IPR004584	DNA repair protein Rad50, eukaryotes	1
IPR004588	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase, bacterial-type	1
IPR004595	TFIIH C1-like domain	1
IPR004598	Transcription factor TFIIH subunit p52/Tfb2	1
IPR004600	TFIIH subunit Tfb4/GTF2H3	1
IPR004601	UV-endonuclease UvdE	1
IPR004604	DNA recombination/repair protein RecN	1
IPR004607	Phosphoribosylglycinamide formyltransferase	1
IPR004614	Phosphate acetyltransferase	1
IPR004621	Eukaryotic-type methylenetetrahydrofolate reductase	1
IPR004625	Pyridoxine kinase	1
IPR004634	Peptidase S49, protease IV	1
IPR004636	Acetylornithine/Succinylornithine transaminase family	1
IPR004639	Tetrapyrrole biosynthesis, glutamate-1-semialdehyde aminotransferase	1
IPR004640	Co-chaperone Hsc20	1
IPR004649	Ribonuclease H2, subunit A	1
IPR004651	Histidine biosynthesis, HisF	1
IPR004653	tRNA-dihydrouridine(20/20a) synthase	1
IPR004655	Beta-ketoacyl-[acyl-carrier-protein] synthase III	1
IPR004662	Acetylglutamate kinase family	1
IPR004680	Citrate transporter-like domain	1
IPR004696	Triose phosphate/phosphoenolpyruvate translocator	1
IPR004698	Zinc/iron permease, fungal/plant	1
IPR004721	Dihydroorotase homodimeric type	1
IPR004728	Translocation protein Sec62	1
IPR004730	Transaldolase type 1	1
IPR004733	Phosphoribosylformylglycinamidine cyclo-ligase	1
IPR004752	AmpG-like permease/Acetyl-coenzyme A transporter 1	1
IPR004765	NPC1-like	1
IPR004769	Adenylosuccinate lyase	1
IPR004771	K+/H+ exchanger	1
IPR004780	Signal recognition particle protein	1
IPR004789	Acetolactate synthase, small subunit	1
IPR004790	Isocitrate dehydrogenase NADP-dependent	1
IPR004792	3-Dehydro-bile acid delta(4,6)-reductase-like	1
IPR004800	Phosphosugar isomerase, KdsD/KpsF-type	1
IPR004802	tRNA pseudouridine synthase B family	1
IPR004803	tRNA-guanine transglycosylase	1
IPR004806	UV excision repair protein Rad23	1
IPR004810	Formyltetrahydrofolate deformylase	1
IPR004815	Lon protease, bacterial/eukaryotic-type	1
IPR004823	TATA box binding protein associated factor (TAF), histone-like fold domain	1
IPR004855	Transcription factor IIA, alpha/beta subunit	1
IPR004870	Nucleoporin, Nup155-like	1
IPR004875	DDE superfamily endonuclease domain	1
IPR004879	Domain of unknown function DUF255	1
IPR004881	Ribosome biogenesis GTPase RsgA	1
IPR004887	Glutathione synthase, substrate-binding domain	1
IPR004888	Glycoside hydrolase family 63	1
IPR004901	Reversibly glycosylated polypeptide	1
IPR004907	ATPase, V1 complex, subunit C	1
IPR004908	ATPase, V1 complex, subunit H	1
IPR004923	Iron permease FTR1/Fip1/EfeU	1
IPR004928	Photosystem I PsaH, reaction centre subunit VI	1
IPR004932	Retrieval of early ER protein Rer1	1
IPR004939	APC10/DOC domain	1
IPR004942	Roadblock/LAMTOR2 domain	1
IPR004953	EB1, C-terminal	1
IPR004963	Pectinacetylesterase/NOTUM	1
IPR004971	mRNA (guanine-N(7))-methyltransferase domain	1
IPR004977	Small ribosomal subunit protein eS25	1
IPR005002	Phosphomannomutase	1
IPR005011	SNU66/SART1 family	1
IPR005013	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48kDa subunit	1
IPR005033	YEATS	1
IPR005043	Exportin-2, C-terminal	1
IPR005049	STELLO-like	1
IPR005050	Early nodulin 93 ENOD93 protein	1
IPR005061	Vacuolar protein sorting-associated protein Ist1	1
IPR005067	Fatty acid desaturase, type 2	1
IPR005078	Peptidase C54	1
IPR005082	Peptidase U9, T4 prohead protease	1
IPR005100	NGN domain	1
IPR005112	dDENN domain	1
IPR005113	uDENN domain	1
IPR005119	LysR, substrate-binding	1
IPR005120	UPF3 domain	1
IPR005121	Ferrodoxin-fold anticodon-binding domain	1
IPR005124	Vacuolar (H+)-ATPase G subunit	1
IPR005144	ATP-cone domain	1
IPR005146	B3/B4 tRNA-binding domain	1
IPR005147	tRNA synthetase, B5-domain	1
IPR005148	Arginyl tRNA synthetase N-terminal domain	1
IPR005155	UPF0113, PUA domain	1
IPR005160	Ku70/Ku80 C-terminal arm	1
IPR005161	Ku70/Ku80, N-terminal alpha/beta	1
IPR005181	Sialate O-acetylesterase domain	1
IPR005201	Glycoside hydrolase, family 85	1
IPR005215	Trigger factor	1
IPR005248	Nicotinate/nicotinamide nucleotide adenylyltransferase	1
IPR005251	Methylthioribose-1-phosphate isomerase	1
IPR005256	Anthranilate synthase component I, PabB-like	1
IPR005263	4-hydroxy-tetrahydrodipicolinate synthase, DapA	1
IPR005269	Cytokinin riboside 5'-monophosphate phosphoribohydrolase LOG	1
IPR005282	Lysosomal cystine transporter	1
IPR005288	L-aspartate oxidase	1
IPR005299	SAM dependent carboxyl methyltransferase	1
IPR005301	MOB kinase activator family	1
IPR005304	Ribosomal biogenesis, methyltransferase, EMG1/NEP1	1
IPR005314	Peptidase C50, separase	1
IPR005323	Pullulanase, carbohydrate-binding module 41	1
IPR005326	Plectin/eS10, N-terminal	1
IPR005339	GINS complex, subunit Psf1	1
IPR005341	Mitochondrial import inner membrane translocase subunit Tim16	1
IPR005343	Nucleolar complex protein 2	1
IPR005344	TMEM33/Pom33 family	1
IPR005345	PHF5-like	1
IPR005351	PAT complex subunit Asterix	1
IPR005352	Erg28	1
IPR005366	ER membrane protein complex subunit 8/9	1
IPR005373	Phagosome assembly factor 1	1
IPR005375	Ubiquitin-fold modifier 1	1
IPR005378	Vacuolar protein sorting-associated protein 35	1
IPR005399	Potassium channel, voltage-dependent, beta subunit, KCNAB-related	1
IPR005455	Profilin, eukaryotic type	1
IPR005474	Transketolase, N-terminal	1
IPR005477	Deoxyxylulose-5-phosphate synthase	1
IPR005478	Transketolase, bacterial-like	1
IPR005480	Carbamoyl-phosphate synthetase, large subunit oligomerisation domain	1
IPR005483	Carbamoyl-phosphate synthase large subunit, CPSase domain	1
IPR005485	Large ribosomal subunit protein uL18 eukaryotic/archaeal	1
IPR005496	Integral membrane protein TerC	1
IPR005497	Cytochrome b6-f complex, subunit 8	1
IPR005511	Senescence marker protein-30 (SMP-30)	1
IPR005519	Acid phosphatase, class B-like	1
IPR005522	Inositol polyphosphate kinase	1
IPR005527	Cell division topological specificity factor MinE	1
IPR005545	YCII-related	1
IPR005549	Kinetochore protein Nuf2, N-terminal	1
IPR005550	Kinetochore protein Ndc80	1
IPR005552	Scramblase	1
IPR005554	NOL6/Upt22	1
IPR005570	DNA-directed RNA polymerases I, II, and III subunit RPABC3	1
IPR005571	RNA polymerase, Rpb5, N-terminal	1
IPR005578	Yif1 family	1
IPR005579	Cgr1-like	1
IPR005595	Translocon-associated protein (TRAP), alpha subunit	1
IPR005606	Sec20	1
IPR005610	Photosystem II Psb28, class 1	1
IPR005615	Glutathione synthase	1
IPR005627	CutC-like	1
IPR005631	Flavinator of succinate dehydrogenase	1
IPR005633	Large ribosomal subunit protein uL23, N-terminal	1
IPR005635	Inner centromere protein, ARK-binding domain	1
IPR005636	DTW	1
IPR005647	Meiotic nuclear division protein 1	1
IPR005666	Sulphate transport system permease protein 1	1
IPR005669	Thiosulphate/Sulfate-binding protein	1
IPR005671	2-isopropylmalate synthase, bacterial-type	1
IPR005674	CocE/Serine esterase	1
IPR005677	Fumarate hydratase, class II	1
IPR005680	Small ribosomal subunit protein uS12, eukaryotic/archaeal	1
IPR005703	Small ribosomal subunit protein uS3, eukaryotic/archaeal	1
IPR005704	Small ribosomal subunit protein uS3, bacterial-type	1
IPR005707	Small ribosomal subunit protein uS2, eukaryotic/archaeal	1
IPR005708	Homogentisate 1,2-dioxygenase	1
IPR005709	Small ribosomal subunit protein uS4, bacterial-type	1
IPR005710	Small ribosomal subunit protein uS4, eukaryotic/archaeal	1
IPR005711	Small ribosomal subunit protein uS5, eukaryotic/archaeal	1
IPR005712	Small ribosomal subunit protein uS5, bacterial-type	1
IPR005713	Small ribosomal subunit protein uS19, eukaryotic/archaeal	1
IPR005715	Glutamate 5-kinase/delta-1-pyrroline-5-carboxylate synthase	1
IPR005716	Ribosomal protein uS7, eukaryotic/archaeal	1
IPR005717	Small ribosomal subunit protein uS7, bacterial/organellar-type	1
IPR005719	Dihydroorotate dehydrogenase, class 2	1
IPR005721	Large ribosomal subunit protein uL22, eukaryotic/archaeal	1
IPR005723	ATPase, V1 complex, subunit B	1
IPR005725	ATPase, V1 complex, subunit A	1
IPR005727	Large ribosomal subunit protein uL22, bacterial/chloroplast-type	1
IPR005729	Small ribosomal subunit protein uS10, eukaryotic/archaeal	1
IPR005733	DNA topoisomerase I, bacterial-type	1
IPR005734	DNA topoisomerase VI, subunit B	1
IPR005735	Zinc finger, LSD1-type	1
IPR005744	Hly-III	1
IPR005755	Large ribosomal subunit protein uL13, eukaryotic/archaeal	1
IPR005756	Large ribosomal subunit protein uL24, eukaryotic/archaeal	1
IPR005764	Adenine phosphoribosyl transferase	1
IPR005765	Uracil phosphoribosyl transferase	1
IPR005766	Delta l-pyrroline-5-carboxylate synthetase	1
IPR005772	ATPase, V1 complex, subunit F, eukaryotic	1
IPR005782	P-type ATPase, subfamily IIA, SERCA-type	1
IPR005792	Protein disulphide isomerase	1
IPR005793	Formyl transferase, C-terminal	1
IPR005794	Methionyl-tRNA formyltransferase	1
IPR005807	SecE subunit of protein translocation complex, bacterial-like	1
IPR005809	Succinate--CoA ligase-like, beta subunit	1
IPR005810	Succinyl-CoA ligase, alpha subunit	1
IPR005840	Ribosomal protein uS12 methylthiotransferase RimO	1
IPR005843	Alpha-D-phosphohexomutase, C-terminal	1
IPR005854	Amidophosphoribosyltransferase	1
IPR005855	Glucosamine-fructose-6-phosphate aminotransferase, isomerising	1
IPR005858	Cysteine synthase CysM	1
IPR005861	Histidinol-phosphate aminotransferase family	1
IPR005868	Photosystem II D2	1
IPR005870	Cytochrome b6/f complex, subunit IV	1
IPR005874	Eukaryotic translation initiation factor SUI1	1
IPR005875	Phosphoribosylaminoimidazole carboxylase, ATPase subunit	1
IPR005881	Serine O-acetyltransferase	1
IPR005886	UDP-glucose 4-epimerase	1
IPR005900	6-phosphogluconolactonase, DevB-type	1
IPR005913	dTDP-4-dehydrorhamnose reductase family	1
IPR005930	Pyruvate carboxylase	1
IPR005938	AAA ATPase, CDC48 family	1
IPR005940	Anthranilate phosphoribosyl transferase	1
IPR005953	ATP synthase, F0 complex, subunit C, bacterial/chloroplast	1
IPR005955	Glutathione S-transferases, class Zeta	1
IPR005956	4-hydroxyphenylpyruvate dioxygenase	1
IPR005959	Fumarylacetoacetase	1
IPR005966	D-cysteine desulfhydrase	1
IPR005969	Light-independent protochlorophyllide reductase, B subunit	1
IPR005970	Light-independent protochlorophyllide reductase, N subunit	1
IPR005971	Light-independent protochlorophyllide reductase, iron-sulphur ATP-binding protein	1
IPR005979	Protochlorophyllide reductase	1
IPR005983	Potassium channel, voltage-dependent, beta subunit, KCNAB	1
IPR005986	Aspartate-semialdehyde dehydrogenase, beta-type	1
IPR005990	Inosine-5'-monophosphate dehydrogenase	1
IPR005996	Large ribosomal subunit protein uL30, bacterial-type	1
IPR005998	Large ribosomal subunit protein uL30, eukaryotic	1
IPR005999	Glycerol kinase	1
IPR006000	Xylulokinase	1
IPR006001	Carbohydrate kinase, thermoresistant glucokinase	1
IPR006005	Glutamate synthase, NADH/NADPH, small subunit 1	1
IPR006027	NusB/RsmB/TIM44	1
IPR006034	Asparaginase/glutaminase-like	1
IPR006056	RidA family	1
IPR006059	Bacterial-type extracellular solute-binding protein	1
IPR006075	Aspartyl/Glutamyl-tRNA(Gln) amidotransferase, subunit B/E, catalytic	1
IPR006082	Phosphoribulokinase	1
IPR006093	Oxygen oxidoreductase covalent FAD-binding site	1
IPR006101	Glycoside hydrolase, family 2	1
IPR006110	RNA polymerase, subunit omega/Rpo6/RPB6	1
IPR006111	Archaeal Rpo6/eukaryotic RPB6 RNA polymerase subunit	1
IPR006113	6-phosphogluconate dehydrogenase, decarboxylating	1
IPR006114	6-phosphogluconate dehydrogenase, C-terminal	1
IPR006137	NADH:ubiquinone oxidoreductase-like, 20kDa subunit	1
IPR006138	NADH-ubiquinone oxidoreductase, 20 Kd subunit	1
IPR006141	Intein N-terminal splicing region	1
IPR006155	Josephin domain	1
IPR006156	Dihydroneopterin aldolase	1
IPR006157	Dihydroneopterin aldolase/epimerase domain	1
IPR006165	Ku70	1
IPR006181	D-amino acid oxidase, conserved site	1
IPR006183	6-phosphogluconate dehydrogenase	1
IPR006194	Glycine-tRNA synthetase, heterodimeric	1
IPR006206	Mevalonate/galactokinase	1
IPR006217	Photosystem II cytochrome b559, alpha subunit	1
IPR006218	DAHP synthetase I/KDSA	1
IPR006223	Glycine cleavage system T protein	1
IPR006236	D-3-phosphoglycerate dehydrogenase	1
IPR006238	Cystathionine beta-lyase, eukaryotic	1
IPR006239	3(2),5 -bisphosphate nucleotidase	1
IPR006241	Photosystem II cytochrome b559, beta subunit	1
IPR006244	Photosystem I PsaB	1
IPR006248	Aconitase, mitochondrial-like	1
IPR006251	Homoaconitase/3-isopropylmalate dehydratase, large subunit	1
IPR006252	Malate synthase A	1
IPR006254	Isocitrate lyase	1
IPR006255	Dihydrolipoamide succinyltransferase	1
IPR006257	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	1
IPR006258	Dihydrolipoamide dehydrogenase	1
IPR006269	3-deoxy-8-phosphooctulonate synthase	1
IPR006274	Carbamoyl-phosphate synthase, small subunit	1
IPR006275	Carbamoyl-phosphate synthase, large subunit	1
IPR006276	Cobalamin-independent methionine synthase	1
IPR006282	Thiamin pyrophosphokinase	1
IPR006285	Ubiquitin-like modifier-activating enzyme Atg7	1
IPR006287	Protein/nucleic acid deglycase DJ-1	1
IPR006289	Transcription elongation factor, TFIIS	1
IPR006312	Sec-independent protein translocase protein TatA/E	1
IPR006317	Ubiquinol-cytochrome c reductase, iron-sulphur subunit	1
IPR006325	Signal recognition particle, SRP54 subunit, eukaryotic	1
IPR006328	L-2-Haloacid dehalogenase	1
IPR006329	AMP deaminase	1
IPR006336	Glutamate--cysteine ligase, GCS2	1
IPR006349	2-phosphoglycolate phosphatase, eukaryotic	1
IPR006353	HAD-superfamily hydrolase, subfamily IIA, CECR5	1
IPR006356	HAD-superfamily hydrolase, subfamily IIA, hypothetical 3	1
IPR006368	GDP-mannose 4,6-dehydratase	1
IPR006369	Protohaem IX farnesyltransferase	1
IPR006370	4-hydroxybenzoate polyprenyltransferase-like	1
IPR006372	Bacteriochlorophyll/chlorophyll synthetase	1
IPR006384	HAD hydrolase, subfamily IA, Pyridoxal phosphate phosphatase-like	1
IPR006390	Dihydropteroate synthase domain	1
IPR006408	P-type ATPase, subfamily IIB	1
IPR006415	P-type ATPase, subfamily IIIB	1
IPR006426	Asparagine synthase, glutamine-hydrolyzing	1
IPR006449	Squalene synthase-like	1
IPR006464	N-acetyltransferase RimI/Ard1	1
IPR006466	MiaB-like tRNA modifying enzyme, archaea/eukaryota	1
IPR006476	Conserved hypothetical protein CHP01589, plant	1
IPR006509	Splicing factor, RBM39-like	1
IPR006515	Polyadenylate binding protein, human types 1, 2, 3, 4	1
IPR006529	U2 snRNP auxilliary factor, large subunit, splicing factor	1
IPR006544	P-type ATPase, subfamily V	1
IPR006551	Polynucleotide 3'-phosphatase	1
IPR006565	Bromodomain associated domain	1
IPR006581	VPS10	1
IPR006591	RNA polymerase archaeal subunit P/eukaryotic subunit RPABC4	1
IPR006607	LARP1-like, DM15 repeat	1
IPR006614	Peroxin/Ferlin domain	1
IPR006650	Adenosine/AMP deaminase active site	1
IPR006653	Tryptophan synthase, beta chain, conserved site	1
IPR006654	Tryptophan synthase, beta chain	1
IPR006656	Molybdopterin oxidoreductase	1
IPR006667	SLC41A/MgtE, integral membrane domain	1
IPR006668	Magnesium transporter, MgtE intracellular domain	1
IPR006676	tRNA-splicing endonuclease	1
IPR006677	tRNA intron endonuclease, catalytic domain-like	1
IPR006687	Small GTPase superfamily, SAR1-type	1
IPR006691	DNA gyrase/topoisomerase IV, subunit A, C-terminal repeat	1
IPR006693	Partial AB-hydrolase lipase domain	1
IPR006700	Ribosomal RNA small subunit methyltransferase E	1
IPR006708	Pex19 protein	1
IPR006709	Small-subunit processome, Utp14	1
IPR006721	ATP synthase, F1 complex, epsilon subunit, mitochondrial	1
IPR006746	26S proteasome non-ATPase regulatory subunit Rpn12	1
IPR006747	Protein of unknown function DUF599	1
IPR006751	TAFII55 protein, conserved region	1
IPR006759	Glycosyl transferase family 54	1
IPR006760	Endosulphine	1
IPR006773	Proteasomal ubiquitin receptor Rpn13/ADRM1	1
IPR006785	Peroxisome membrane anchor protein Pex14p, N-terminal	1
IPR006786	Pinin/SDK/MemA protein	1
IPR006806	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	1
IPR006808	ATP synthase, F0 complex, subunit G, mitochondrial	1
IPR006809	TAFII28-like protein domain	1
IPR006811	RNA polymerase II subunit A	1
IPR006814	Photosystem II PsbR	1
IPR006816	ELMO domain	1
IPR006818	Histone chaperone ASF1-like	1
IPR006822	Coatomer, epsilon subunit	1
IPR006823	Neutral/alkaline nonlysosomal ceramidase	1
IPR006828	Association with the SNF1 complex (ASC) domain	1
IPR006838	ADTRP/AIG1	1
IPR006840	Glutathione-specific gamma-glutamylcyclotransferase	1
IPR006846	Small ribosomal subunit protein eS30	1
IPR006847	Translation initiation factor IF-2, N-terminal	1
IPR006849	Elongator complex protein 1	1
IPR006861	Hyaluronan/mRNA-binding protein	1
IPR006869	Domain of unknown function DUF547	1
IPR006885	NADH dehydrogenase ubiquinone Fe-S protein 4 mitochondrial-like	1
IPR006886	DNA-directed RNA polymerase III subunit Rpc5	1
IPR006887	Serine/threonine-protein phosphatase 4 regulatory subunit 3-like, central domain	1
IPR006906	Timeless, N-terminal	1
IPR006924	Ribosomal protein PSRP-3/Ycf65	1
IPR006925	Vps16, C-terminal	1
IPR006926	Vps16, N-terminal	1
IPR006939	SNF5/SMARCB1/INI1	1
IPR006942	TH1 protein	1
IPR006953	Vesicle tethering protein Uso1/P115-like, head domain	1
IPR006955	Uso1/p115-like vesicle tethering protein, C-terminal	1
IPR006958	Mak16 protein	1
IPR006963	Molybdopterin oxidoreductase, 4Fe-4S domain	1
IPR006966	Peroxin-3	1
IPR006969	Stigma-specific protein Stig1	1
IPR006973	Pre-mRNA-splicing factor Cwf15/Cwc15	1
IPR006990	Tweety	1
IPR006994	TCF25/Rqc1	1
IPR007005	XAP5 protein	1
IPR007010	Poly(A) polymerase, RNA-binding domain	1
IPR007011	Late embryogenesis abundant protein, SMP subgroup domain	1
IPR007012	Poly(A) polymerase, central domain	1
IPR007014	FUN14	1
IPR007015	DNA polymerase V/Myb-binding protein 1A	1
IPR007018	Mediator complex, subunit Med6	1
IPR007019	Surfeit locus 6	1
IPR007023	Ribosomal biogenesis regulatory protein	1
IPR007033	RAB6-interacting golgin	1
IPR007042	SERRATE/Ars2 , C-terminal	1
IPR007062	Protein phosphatase inhibitor 2 (IPP-2)	1
IPR007064	Nmd3, N-terminal	1
IPR007065	HPP	1
IPR007073	RNA polymerase Rpb1, domain 7	1
IPR007075	RNA polymerase Rpb1, domain 6	1
IPR007085	DNA/pantothenate metabolism flavoprotein, C-terminal	1
IPR007110	Immunoglobulin-like domain	1
IPR007122	Villin/Gelsolin	1
IPR007128	Nuclear MIS12/MIND complex subunit PMF1/Nnf1	1
IPR007129	Ubiquinol-cytochrome c chaperone, CBP3	1
IPR007133	RNA polymerase II associated factor Paf1	1
IPR007143	Vacuolar protein sorting-associated Vps28	1
IPR007144	Small-subunit processome, Utp11	1
IPR007145	Microtubule-associated protein, MAP65/Ase1/PRC1	1
IPR007146	Sas10/Utp3/C1D	1
IPR007149	Leo1-like protein	1
IPR007150	Checkpoint protein Hus1/Mec3	1
IPR007174	Las1	1
IPR007177	16S/18S rRNA aminocarboxypropyltransferase Tsr3, C-terminal	1
IPR007180	Domain of unknown function DUF382	1
IPR007188	Actin-related protein 2/3 complex subunit 2	1
IPR007191	Exocyst complex component Sec8, N-terminal	1
IPR007192	Cdc23	1
IPR007193	Up-frameshift suppressor 2, C-terminal	1
IPR007196	CCR4-Not complex component, Not1, C-terminal	1
IPR007198	Ssl1-like	1
IPR007201	Mei2-like, C-terminal RNA recognition motif	1
IPR007203	ORMDL family	1
IPR007205	Protein HGH1 N-terminal	1
IPR007206	Protein HGH1 C-terminal	1
IPR007216	CCR4-NOT transcription complex subunit 9	1
IPR007218	DNA polymerase delta, subunit 4	1
IPR007220	Origin recognition complex, subunit 2	1
IPR007222	Signal recognition particle receptor, alpha subunit, N-terminal	1
IPR007225	Exocyst complex component EXOC6/Sec15	1
IPR007230	Nuclear pore complex protein Nup98-Nup96-like, autopeptidase S59 domain	1
IPR007231	Nucleoporin interacting component Nup93/Nic96	1
IPR007234	Vps53, N-terminal	1
IPR007238	DNA primase large subunit, eukaryotic/archaeal	1
IPR007239	Autophagy-related protein 5	1
IPR007241	Autophagy-related protein 9	1
IPR007242	Ubiquitin-like protein Atg12	1
IPR007243	Atg6/Beclin	1
IPR007244	-alpha-acetyltransferase 35, NatC auxiliary subunit	1
IPR007252	Nuclear pore protein 84/107	1
IPR007255	Conserved oligomeric Golgi complex subunit 8	1
IPR007257	DNA replication complex GINS protein Psf2	1
IPR007258	Vps52	1
IPR007262	Vps55/LEPROT	1
IPR007264	H/ACA ribonucleoprotein complex, subunit Nop10	1
IPR007265	Conserved oligomeric Golgi complex, subunit 3	1
IPR007268	Rad9/Ddc1	1
IPR007272	Sulphur transport domain	1
IPR007274	Ctr copper transporter	1
IPR007275	YTH domain	1
IPR007276	Nucleolar protein 14	1
IPR007281	Mre11, DNA-binding	1
IPR007287	Sof1-like protein	1
IPR007300	CidB/LrgB family	1
IPR007303	TIP41-like protein	1
IPR007304	TAP46-like protein	1
IPR007306	tRNA A64-2'-O-ribosylphosphate transferase	1
IPR007307	Low temperature viability protein Ltv1	1
IPR007308	Rtr1/RPAP2 domain	1
IPR007309	B-block binding subunit of TFIIIC	1
IPR007314	Haem-binding uptake, Tiki superfamily, ChaN	1
IPR007317	Golgi to ER traffic protein 4	1
