GO	GO_Desc	Count
GO:0061709	reticulophagy	1
GO:0061780	mitotic cohesin loading	1
GO:0061817	endoplasmic reticulum-plasma membrane tethering	1
GO:0065002	intracellular protein transmembrane transport	1
GO:0070179	D-serine biosynthetic process	1
GO:0070192	chromosome organization involved in meiotic cell cycle	1
GO:0070221	sulfide oxidation, using sulfide:quinone oxidoreductase	1
GO:0070286	axonemal dynein complex assembly	1
GO:0070370	cellular heat acclimation	1
GO:0070407	oxidation-dependent protein catabolic process	1
GO:0070413	trehalose metabolism in response to stress	1
GO:0070481	nuclear-transcribed mRNA catabolic process, non-stop decay	1
GO:0070482	response to oxygen levels	1
GO:0070483	detection of hypoxia	1
GO:0070646	protein modification by small protein removal	1
GO:0070676	intralumenal vesicle formation	1
GO:0070682	proteasome regulatory particle assembly	1
GO:0070782	phosphatidylserine exposure on apoptotic cell surface	1
GO:0070813	hydrogen sulfide metabolic process	1
GO:0070814	hydrogen sulfide biosynthetic process	1
GO:0070863	positive regulation of protein exit from endoplasmic reticulum	1
GO:0070898	RNA polymerase III preinitiation complex assembly	1
GO:0070899	mitochondrial tRNA wobble uridine modification	1
GO:0070966	nuclear-transcribed mRNA catabolic process, no-go decay	1
GO:0070987	error-free translesion synthesis	1
GO:0071025	RNA surveillance	1
GO:0071034	CUT catabolic process	1
GO:0071140	resolution of mitotic recombination intermediates	1
GO:0071171	site-specific DNA replication termination at RTS1 barrier	1
GO:0071260	cellular response to mechanical stimulus	1
GO:0071266	'de novo' L-methionine biosynthetic process	1
GO:0071422	succinate transmembrane transport	1
GO:0071456	cellular response to hypoxia	1
GO:0071472	cellular response to salt stress	1
GO:0071479	cellular response to ionizing radiation	1
GO:0071486	cellular response to high light intensity	1
GO:0071528	tRNA re-export from nucleus	1
GO:0071539	protein localization to centrosome	1
GO:0071569	protein ufmylation	1
GO:0071816	tail-anchored membrane protein insertion into ER membrane	1
GO:0071922	regulation of cohesin loading	1
GO:0071985	multivesicular body sorting pathway	1
GO:0072318	clathrin coat disassembly	1
GO:0072659	protein localization to plasma membrane	1
GO:0080153	negative regulation of reductive pentose-phosphate cycle	1
GO:0085020	protein K6-linked ubiquitination	1
GO:0090071	negative regulation of ribosome biogenesis	1
GO:0090114	COPII-coated vesicle budding	1
GO:0090143	nucleoid organization	1
GO:0090156	intracellular sphingolipid homeostasis	1
GO:0090158	endoplasmic reticulum membrane organization	1
GO:0090173	regulation of synaptonemal complex assembly	1
GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint	1
GO:0090307	mitotic spindle assembly	1
GO:0090391	granum assembly	1
GO:0090656	t-circle formation	1
GO:0097053	L-kynurenine catabolic process	1
GO:0097054	L-glutamate biosynthetic process	1
GO:0097176	epoxide metabolic process	1
GO:0097250	mitochondrial respirasome assembly	1
GO:0097354	prenylation	1
GO:0097502	mannosylation	1
GO:0098703	calcium ion import across plasma membrane	1
GO:0098771	inorganic ion homeostasis	1
GO:0098849	cellular detoxification of cadmium ion	1
GO:0106300	protein-DNA covalent cross-linking repair	1
GO:0110051	metabolite repair	1
GO:0110104	mRNA alternative polyadenylation	1
GO:0140042	lipid droplet formation	1
GO:0140285	endosome fission	1
GO:0140647	P450-containing electron transport chain	1
GO:0141166	chromosomal 5-methylcytosine DNA demethylation pathway	1
GO:1901006	ubiquinone-6 biosynthetic process	1
GO:1901135	carbohydrate derivative metabolic process	1
GO:1901136	carbohydrate derivative catabolic process	1
GO:1901255	nucleotide-excision repair involved in interstrand cross-link repair	1
GO:1901615	organic hydroxy compound metabolic process	1
GO:1902358	sulfate transmembrane transport	1
GO:1902369	negative regulation of RNA catabolic process	1
GO:1902626	assembly of large subunit precursor of preribosome	1
GO:1902742	apoptotic process involved in development	1
GO:1902903	regulation of supramolecular fiber organization	1
GO:1902977	mitotic DNA replication preinitiation complex assembly	1
GO:1903094	negative regulation of protein K48-linked deubiquitination	1
GO:1903189	glyoxal metabolic process	1
GO:1903259	exon-exon junction complex disassembly	1
GO:1903292	protein localization to Golgi membrane	1
GO:1904161	DNA synthesis involved in UV-damage excision repair	1
GO:1904294	positive regulation of ERAD pathway	1
GO:1904812	rRNA acetylation involved in maturation of SSU-rRNA	1
GO:1904874	positive regulation of telomerase RNA localization to Cajal body	1
GO:1904947	folate import into mitochondrion	1
GO:1905706	regulation of mitochondrial ATP synthesis coupled proton transport	1
GO:1905897	regulation of response to endoplasmic reticulum stress	1
GO:1990052	ER to chloroplast lipid transport	1
GO:1990074	polyuridylation-dependent mRNA catabolic process	1
GO:1990113	RNA polymerase I assembly	1
GO:1990114	RNA polymerase II core complex assembly	1
GO:1990115	RNA polymerase III assembly	1
GO:1990426	mitotic recombination-dependent replication fork processing	1
GO:1990547	mitochondrial phosphate ion transmembrane transport	1
GO:1990758	mitotic sister chromatid biorientation	1
GO:1990918	double-strand break repair involved in meiotic recombination	1
GO:2000001	regulation of DNA damage checkpoint	1
GO:2000058	regulation of ubiquitin-dependent protein catabolic process	1
GO:2000147	positive regulation of cell motility	1
GO:2000640	positive regulation of SREBP signaling pathway	1
GO:2000641	regulation of early endosome to late endosome transport	1
GO:2000694	regulation of phragmoplast microtubule organization	1
GO:2000779	regulation of double-strand break repair	1
GO:2000904	regulation of starch metabolic process	1
GO:2001289	lipid X metabolic process	1
